Date,Day of Week,Time,Customers,Employees,Satisfaction,Profits,Expenses
2022-02-01,Tuesday,16:00,12,4,20,281.76,20
2022-02-01,Tuesday,17:00,24,4,40,361.98,20
2022-02-01,Tuesday,18:00,101,7,96,2351.38,35
2022-02-01,Tuesday,19:00,185,13,95,4029.08,65
2022-02-01,Tuesday,20:00,113,6,100,2631.9,30
2022-02-01,Tuesday,21:00,137,8,100,2600.49,40
2022-02-01,Tuesday,22:00,100,5,100,2351.91,25
2022-02-02,Wednesday,10:00,27,4,45,429.32,20
2022-02-02,Wednesday,11:00,66,4,100,1547.18,20
2022-02-02,Wednesday,12:00,72,5,96,1224.3,25
2022-02-02,Wednesday,13:00,60,4,100,1181.06,20
2022-02-02,Wednesday,14:00,83,4,100,1770.41,20
2022-02-02,Wednesday,15:00,71,4,100,1143.28,20
2022-02-02,Wednesday,16:00,82,5,100,1402.76,25
2022-02-02,Wednesday,17:00,92,8,77,1407.56,40
2022-02-02,Wednesday,18:00,109,6,100,2398.86,30
2022-02-02,Wednesday,19:00,120,7,100,2579.07,35
2022-02-02,Wednesday,20:00,187,8,100,4227.52,40
2022-02-02,Wednesday,21:00,136,10,91,3002.68,50
2022-02-02,Wednesday,22:00,152,7,100,2729.9,35
2022-02-03,Thursday,10:00,81,4,100,1876.77,20
2022-02-03,Thursday,11:00,61,4,100,1189.7,20
2022-02-03,Thursday,12:00,30,4,50,576.53,20
2022-02-03,Thursday,13:00,24,4,40,489.25,20
2022-02-03,Thursday,14:00,29,4,48,584.47,20
2022-02-03,Thursday,15:00,19,4,32,388.42,20
2022-02-03,Thursday,16:00,22,4,37,396.93,20
2022-02-03,Thursday,17:00,48,4,80,812.18,20
2022-02-03,Thursday,18:00,128,8,100,2727.55,40
2022-02-03,Thursday,19:00,108,8,90,2374.47,40
2022-02-03,Thursday,20:00,129,8,100,2084.9,40
2022-02-03,Thursday,21:00,164,10,100,3115.49,50
2022-02-03,Thursday,22:00,104,6,100,1627.44,30
2022-02-04,Friday,10:00,33,4,55,776.67,20
2022-02-04,Friday,11:00,75,5,100,1661.77,25
2022-02-04,Friday,12:00,54,4,90,991.27,20
2022-02-04,Friday,13:00,50,4,83,1235.97,20
2022-02-04,Friday,14:00,83,6,92,1486.58,30
2022-02-04,Friday,15:00,67,4,100,1504.3,20
2022-02-04,Friday,16:00,90,6,100,1715.36,30
2022-02-04,Friday,17:00,44,4,73,1074.76,20
2022-02-04,Friday,18:00,188,13,96,3756.29,65
2022-02-04,Friday,19:00,147,8,100,2531.99,40
2022-02-04,Friday,20:00,107,9,79,2322.99,45
2022-02-04,Friday,21:00,163,8,100,2703.82,40
2022-02-04,Friday,22:00,143,6,100,3522.41,30
2022-02-05,Saturday,10:00,28,4,47,520.37,20
2022-02-05,Saturday,11:00,81,6,90,1311.74,30
2022-02-05,Saturday,12:00,24,4,40,468.73,20
2022-02-05,Saturday,13:00,89,8,74,2131.09,40
2022-02-05,Saturday,14:00,47,4,78,957.75,20
2022-02-05,Saturday,15:00,13,4,22,308.8,20
2022-02-05,Saturday,16:00,36,4,60,709.78,20
2022-02-05,Saturday,17:00,57,5,76,964.79,25
2022-02-05,Saturday,18:00,111,9,82,1977.57,45
2022-02-05,Saturday,19:00,114,7,100,2809.59,35
2022-02-05,Saturday,20:00,128,10,85,2692.39,50
2022-02-05,Saturday,21:00,151,7,100,2678.97,35
2022-02-05,Saturday,22:00,110,4,100,1967.5,20
2022-02-06,Sunday,10:00,29,4,48,692.35,20
2022-02-06,Sunday,11:00,90,6,100,2026.44,30
2022-02-06,Sunday,12:00,71,4,100,1752.39,20
2022-02-06,Sunday,13:00,13,4,22,317.44,20
2022-02-06,Sunday,14:00,97,6,100,2375.51,30
2022-02-06,Sunday,15:00,56,6,62,1314.51,30
2022-02-06,Sunday,16:00,67,4,100,1213.99,20
2022-02-06,Sunday,17:00,75,5,100,1264.63,25
2022-02-06,Sunday,18:00,178,10,100,4291.99,50
2022-02-06,Sunday,19:00,142,11,86,3408.69,55
2022-02-06,Sunday,20:00,146,11,88,3641.63,55
2022-02-06,Sunday,21:00,154,7,100,2964.65,35
2022-02-06,Sunday,22:00,137,5,100,3083.49,25
2022-02-07,Monday,10:00,19,4,32,404.07,20
2022-02-07,Monday,11:00,49,6,54,884.46,30
2022-02-07,Monday,12:00,83,5,100,2059.99,25
2022-02-07,Monday,13:00,27,4,45,431.33,20
2022-02-07,Monday,14:00,34,4,57,662.54,20
2022-02-07,Monday,15:00,74,4,100,1429.54,20
2022-02-07,Monday,16:00,64,7,61,1272.08,35
2022-02-07,Monday,17:00,97,5,100,1497.3,25
2022-02-07,Monday,18:00,156,10,100,3124.59,50
2022-02-07,Monday,19:00,131,9,97,2155.82,45
2022-02-07,Monday,20:00,159,7,100,3045.38,35
2022-02-07,Monday,21:00,184,11,100,3784.78,55
2022-02-07,Monday,22:00,116,7,100,1856.48,35
2022-02-08,Tuesday,10:00,22,5,29,419.14,25
2022-02-08,Tuesday,11:00,80,4,100,1641.86,20
2022-02-08,Tuesday,12:00,29,4,48,631.4,20
2022-02-08,Tuesday,13:00,30,4,50,567.97,20
2022-02-08,Tuesday,14:00,55,6,61,1248.66,30
2022-02-08,Tuesday,15:00,36,4,60,744.11,20
2022-02-08,Tuesday,16:00,47,4,78,919.48,20
2022-02-08,Tuesday,17:00,66,4,100,1591.64,20
2022-02-08,Tuesday,18:00,139,10,93,3160.43,50
2022-02-08,Tuesday,19:00,152,10,100,2947.99,50
2022-02-08,Tuesday,20:00,113,6,100,2205.38,30
2022-02-08,Tuesday,21:00,188,9,100,4570.4,45
2022-02-08,Tuesday,22:00,129,9,96,2830.88,45
2022-02-09,Wednesday,10:00,28,4,47,542.12,20
2022-02-09,Wednesday,11:00,29,4,48,442.03,20
2022-02-09,Wednesday,12:00,23,4,38,391.11,20
2022-02-09,Wednesday,13:00,78,5,100,1463.69,25
2022-02-09,Wednesday,14:00,69,4,100,1346.05,20
2022-02-09,Wednesday,15:00,97,8,81,1978.59,40
2022-02-09,Wednesday,16:00,61,7,58,1371.88,35
2022-02-09,Wednesday,17:00,77,5,100,1215.51,25
2022-02-09,Wednesday,18:00,151,6,100,2358.24,30
2022-02-09,Wednesday,19:00,138,6,100,3291.64,30
2022-02-09,Wednesday,20:00,113,4,100,2212.12,20
2022-02-09,Wednesday,21:00,134,10,89,2467.28,50
2022-02-09,Wednesday,22:00,137,10,91,2282.92,50
2022-02-10,Thursday,10:00,11,4,18,176.8,20
2022-02-10,Thursday,11:00,13,4,22,303.36,20
2022-02-10,Thursday,12:00,50,5,67,1189.32,25
2022-02-10,Thursday,13:00,33,4,55,668.69,20
2022-02-10,Thursday,14:00,25,5,33,544.66,25
2022-02-10,Thursday,15:00,48,6,53,799.73,30
2022-02-10,Thursday,16:00,27,4,45,608.24,20
2022-02-10,Thursday,17:00,90,5,100,1661.92,25
2022-02-10,Thursday,18:00,155,8,100,2789.15,40
2022-02-10,Thursday,19:00,179,11,100,2960.31,55
2022-02-10,Thursday,20:00,166,7,100,2665.17,35
2022-02-10,Thursday,21:00,139,10,93,2829.96,50
2022-02-10,Thursday,22:00,172,8,100,3087.79,40
2022-02-11,Friday,10:00,23,4,38,354.57,20
2022-02-11,Friday,11:00,47,4,78,1054.81,20
2022-02-11,Friday,12:00,63,7,60,1371.67,35
2022-02-11,Friday,13:00,43,4,72,936.06,20
2022-02-11,Friday,14:00,92,4,100,1538.28,20
2022-02-11,Friday,15:00,23,4,38,348.85,20
2022-02-11,Friday,16:00,79,5,100,1874.19,25
2022-02-11,Friday,17:00,14,4,23,284.76,20
2022-02-11,Friday,18:00,120,7,100,1964.14,35
2022-02-11,Friday,19:00,189,8,100,3454.84,40
2022-02-11,Friday,20:00,167,8,100,4039.57,40
2022-02-11,Friday,21:00,163,8,100,3253.16,40
2022-02-11,Friday,22:00,189,9,100,3272.36,45
2022-02-12,Saturday,10:00,77,4,100,1808.67,20
2022-02-12,Saturday,11:00,90,8,75,2072.66,40
2022-02-12,Saturday,12:00,62,5,83,988.42,25
2022-02-12,Saturday,13:00,99,5,100,2023.53,25
2022-02-12,Saturday,14:00,32,5,43,722.11,25
2022-02-12,Saturday,15:00,74,4,100,1441.06,20
2022-02-12,Saturday,16:00,51,6,57,845.45,30
2022-02-12,Saturday,17:00,10,4,17,187.06,20
2022-02-12,Saturday,18:00,123,8,100,2534.82,40
2022-02-12,Saturday,19:00,139,7,100,3381.33,35
2022-02-12,Saturday,20:00,112,9,83,1703.99,45
2022-02-12,Saturday,21:00,188,13,96,2909.34,65
2022-02-12,Saturday,22:00,159,6,100,2969.28,30
2022-02-13,Sunday,10:00,79,4,100,1720.51,20
2022-02-13,Sunday,11:00,91,8,76,1882.75,40
2022-02-13,Sunday,12:00,12,4,20,295.42,20
2022-02-13,Sunday,13:00,84,7,80,1693.52,35
2022-02-13,Sunday,14:00,87,7,83,2119.73,35
2022-02-13,Sunday,15:00,25,5,33,543.44,25
2022-02-13,Sunday,16:00,40,4,67,943.59,20
2022-02-13,Sunday,17:00,70,4,100,1094.21,20
2022-02-13,Sunday,18:00,147,9,100,2542.88,45
2022-02-13,Sunday,19:00,186,11,100,4045.32,55
2022-02-13,Sunday,20:00,187,11,100,3506.1,55
2022-02-13,Sunday,21:00,121,9,90,2261.87,45
2022-02-13,Sunday,22:00,122,6,100,2508.98,30
2022-02-14,Monday,10:00,90,5,100,1521.59,25
2022-02-14,Monday,11:00,14,4,23,281.37,20
2022-02-14,Monday,12:00,71,4,100,1698.42,20
2022-02-14,Monday,13:00,18,4,30,299.19,20
2022-02-14,Monday,14:00,36,4,60,862.17,20
2022-02-14,Monday,15:00,25,4,42,483.35,20
2022-02-14,Monday,16:00,44,6,49,1024.07,30
2022-02-14,Monday,17:00,24,4,40,473.11,20
2022-02-14,Monday,18:00,182,13,93,3033.01,65
2022-02-14,Monday,19:00,190,10,100,4339.9,50
2022-02-14,Monday,20:00,148,8,100,2665.37,40
2022-02-14,Monday,21:00,178,10,100,3127.73,50
2022-02-14,Monday,22:00,180,11,100,2911.23,55
2022-02-15,Tuesday,10:00,86,4,100,2028.91,20
2022-02-15,Tuesday,11:00,70,5,93,1156.35,25
2022-02-15,Tuesday,12:00,84,6,93,1629.32,30
2022-02-15,Tuesday,13:00,22,4,37,497.41,20
2022-02-15,Tuesday,14:00,66,4,100,1158.74,20
2022-02-15,Tuesday,15:00,90,4,100,2132.18,20
2022-02-15,Tuesday,16:00,36,4,60,564.38,20
2022-02-15,Tuesday,17:00,57,4,95,1017.32,20
2022-02-15,Tuesday,18:00,142,8,100,2863.08,40
2022-02-15,Tuesday,19:00,115,5,100,2422.25,25
2022-02-15,Tuesday,20:00,102,5,100,2242.14,25
2022-02-15,Tuesday,21:00,151,9,100,3194.19,45
2022-02-15,Tuesday,22:00,101,4,100,1809.92,20
2022-02-16,Wednesday,10:00,43,5,57,957.26,25
2022-02-16,Wednesday,11:00,62,4,100,1547.17,20
2022-02-16,Wednesday,12:00,97,7,92,2181.31,35
2022-02-16,Wednesday,13:00,17,4,28,390.62,20
2022-02-16,Wednesday,14:00,87,6,97,1549.8,30
2022-02-16,Wednesday,15:00,93,4,100,2221.48,20
2022-02-16,Wednesday,16:00,24,4,40,473.7,20
2022-02-16,Wednesday,17:00,91,4,100,2012.52,20
2022-02-16,Wednesday,18:00,183,8,100,3188.6,40
2022-02-16,Wednesday,19:00,186,8,100,3188.4,40
2022-02-16,Wednesday,20:00,175,8,100,4197.62,40
2022-02-16,Wednesday,21:00,111,6,100,2014.11,30
2022-02-16,Wednesday,22:00,171,10,100,4080.66,50
2022-02-17,Thursday,10:00,15,4,25,227.43,20
2022-02-17,Thursday,11:00,46,4,77,1089.93,20
2022-02-17,Thursday,12:00,98,4,100,2018.11,20
2022-02-17,Thursday,13:00,96,7,91,1501.13,35
2022-02-17,Thursday,14:00,78,5,100,1486.56,25
2022-02-17,Thursday,15:00,85,4,100,1320.25,20
2022-02-17,Thursday,16:00,87,4,100,1613.57,20
2022-02-17,Thursday,17:00,98,8,82,1868.31,40
2022-02-17,Thursday,18:00,164,8,100,3513.11,40
2022-02-17,Thursday,19:00,180,11,100,3784.02,55
2022-02-17,Thursday,20:00,149,7,100,2346.33,35
2022-02-17,Thursday,21:00,127,8,100,2245.29,40
2022-02-17,Thursday,22:00,179,9,100,4306.25,45
2022-02-18,Friday,10:00,12,4,20,206.34,20
2022-02-18,Friday,11:00,99,8,82,1700.3,40
2022-02-18,Friday,12:00,30,4,50,560.52,20
2022-02-18,Friday,13:00,97,7,92,1882.21,35
2022-02-18,Friday,14:00,100,6,100,2314.77,30
2022-02-18,Friday,15:00,25,5,33,509.88,25
2022-02-18,Friday,16:00,90,6,100,1536.2,30
2022-02-18,Friday,17:00,72,4,100,1187.59,20
2022-02-18,Friday,18:00,125,9,93,1898.41,45
2022-02-18,Friday,19:00,103,8,86,1816.88,40
2022-02-18,Friday,20:00,186,10,100,3214.17,50
2022-02-18,Friday,21:00,104,7,99,2403.41,35
2022-02-18,Friday,22:00,143,9,100,3361.94,45
2022-02-19,Saturday,10:00,59,4,98,1099.03,20
2022-02-19,Saturday,11:00,21,4,35,451.34,20
2022-02-19,Saturday,12:00,59,4,98,917.08,20
2022-02-19,Saturday,13:00,100,9,74,1721.44,45
2022-02-19,Saturday,14:00,37,4,62,777.1,20
2022-02-19,Saturday,15:00,13,4,22,234.26,20
2022-02-19,Saturday,16:00,67,6,74,1486.65,30
2022-02-19,Saturday,17:00,42,4,70,858.78,20
2022-02-19,Saturday,18:00,148,7,100,3602.87,35
2022-02-19,Saturday,19:00,162,12,90,2658.16,60
2022-02-19,Saturday,20:00,153,10,100,2394.74,50
2022-02-19,Saturday,21:00,190,11,100,4509.07,55
2022-02-19,Saturday,22:00,179,8,100,3383.24,40
2022-02-20,Sunday,10:00,16,4,27,342.61,20
2022-02-20,Sunday,11:00,83,4,100,1615.96,20
2022-02-20,Sunday,12:00,16,4,27,368.27,20
2022-02-20,Sunday,13:00,10,4,17,151.78,20
2022-02-20,Sunday,14:00,87,7,83,1577.09,35
2022-02-20,Sunday,15:00,28,4,47,448.84,20
2022-02-20,Sunday,16:00,49,4,82,1017.32,20
2022-02-20,Sunday,17:00,15,4,25,370.95,20
2022-02-20,Sunday,18:00,134,8,100,2801.62,40
2022-02-20,Sunday,19:00,112,7,100,2507.73,35
2022-02-20,Sunday,20:00,169,11,100,4073.48,55
2022-02-20,Sunday,21:00,125,5,100,2573.93,25
2022-02-20,Sunday,22:00,144,11,87,3048.11,55
2022-02-21,Monday,10:00,70,6,78,1533.61,30
2022-02-21,Monday,11:00,92,5,100,1777.4,25
2022-02-21,Monday,12:00,43,4,72,739.54,20
2022-02-21,Monday,13:00,29,4,48,673.76,20
2022-02-21,Monday,14:00,86,5,100,2026.45,25
2022-02-21,Monday,15:00,48,4,80,725.02,20
2022-02-21,Monday,16:00,10,4,17,172.82,20
2022-02-21,Monday,17:00,72,4,100,1171.16,20
2022-02-21,Monday,18:00,180,12,100,3598.02,60
2022-02-21,Monday,19:00,138,7,100,3268.21,35
2022-02-21,Monday,20:00,103,6,100,1905.22,30
2022-02-21,Monday,21:00,185,8,100,3221.88,40
2022-02-21,Monday,22:00,128,6,100,2692.99,30
2022-02-22,Tuesday,10:00,53,4,88,1126.71,20
2022-02-22,Tuesday,11:00,50,4,83,1158.49,20
2022-02-22,Tuesday,12:00,78,5,100,1778.79,25
2022-02-22,Tuesday,13:00,56,4,93,983.35,20
2022-02-22,Tuesday,14:00,26,4,43,515.51,20
2022-02-22,Tuesday,15:00,86,4,100,2017.02,20
2022-02-22,Tuesday,16:00,21,4,35,427.89,20
2022-02-22,Tuesday,17:00,46,4,77,721.56,20
2022-02-22,Tuesday,18:00,187,9,100,4339.9,45
2022-02-22,Tuesday,19:00,140,7,100,3165.89,35
2022-02-22,Tuesday,20:00,148,10,99,2561.81,50
2022-02-22,Tuesday,21:00,166,8,100,3829.94,40
2022-02-22,Tuesday,22:00,175,12,97,3683.61,60
2022-02-23,Wednesday,10:00,62,4,100,988.92,20
2022-02-23,Wednesday,11:00,25,4,42,379.76,20
2022-02-23,Wednesday,12:00,67,6,74,1299.61,30
2022-02-23,Wednesday,13:00,12,4,20,245.99,20
2022-02-23,Wednesday,14:00,92,7,88,1758.24,35
2022-02-23,Wednesday,15:00,35,4,58,636.54,20
2022-02-23,Wednesday,16:00,18,4,30,300.85,20
2022-02-23,Wednesday,17:00,13,4,22,226.07,20
2022-02-23,Wednesday,18:00,170,7,100,3080.29,35
2022-02-23,Wednesday,19:00,136,8,100,3161.98,40
2022-02-23,Wednesday,20:00,173,11,100,3745.65,55
2022-02-23,Wednesday,21:00,126,8,100,3140.82,40
2022-02-23,Wednesday,22:00,147,9,100,3403.72,45
2022-02-24,Thursday,10:00,81,6,90,1361.99,30
2022-02-24,Thursday,11:00,27,4,45,461.24,20
2022-02-24,Thursday,12:00,47,4,78,1122.37,20
2022-02-24,Thursday,13:00,43,6,48,799.44,30
2022-02-24,Thursday,14:00,35,4,58,619.02,20
2022-02-24,Thursday,15:00,79,4,100,1805.59,20
2022-02-24,Thursday,16:00,55,6,61,1354.51,30
2022-02-24,Thursday,17:00,64,4,100,1093.05,20
2022-02-24,Thursday,18:00,137,6,100,3337.24,30
2022-02-24,Thursday,19:00,117,8,98,2843.73,40
2022-02-24,Thursday,20:00,110,6,100,2017.47,30
2022-02-24,Thursday,21:00,175,11,100,4019.73,55
2022-02-24,Thursday,22:00,172,11,100,3776.57,55
2022-02-25,Friday,10:00,90,5,100,1468.12,25
2022-02-25,Friday,11:00,41,6,46,641.51,30
2022-02-25,Friday,12:00,97,4,100,1675.98,20
2022-02-25,Friday,13:00,59,4,98,1419.19,20
2022-02-25,Friday,14:00,71,6,79,1675.58,30
2022-02-25,Friday,15:00,40,6,44,902.72,30
2022-02-25,Friday,16:00,91,5,100,1620.84,25
2022-02-25,Friday,17:00,88,5,100,1962.62,25
2022-02-25,Friday,18:00,153,6,100,2320.38,30
2022-02-25,Friday,19:00,146,7,100,3254.37,35
2022-02-25,Friday,20:00,160,10,100,2838.29,50
2022-02-25,Friday,21:00,112,7,100,2065.45,35
2022-02-25,Friday,22:00,116,8,97,2560.07,40
2022-02-26,Saturday,10:00,64,4,100,1029.74,20
2022-02-26,Saturday,11:00,26,5,35,401.99,25
2022-02-26,Saturday,12:00,30,4,50,610.34,20
2022-02-26,Saturday,13:00,21,4,35,394.77,20
2022-02-26,Saturday,14:00,64,6,71,1517.48,30
2022-02-26,Saturday,15:00,84,6,93,1415.98,30
2022-02-26,Saturday,16:00,76,4,100,1466.47,20
2022-02-26,Saturday,17:00,50,6,56,1067.43,30
2022-02-26,Saturday,18:00,150,8,100,2323.84,40
2022-02-26,Saturday,19:00,123,10,82,1937.46,50
2022-02-26,Saturday,20:00,107,7,100,2054.28,35
2022-02-26,Saturday,21:00,140,9,100,3439.61,45
2022-02-26,Saturday,22:00,167,7,100,3019.79,35
2022-02-27,Sunday,10:00,74,4,100,1747.39,20
2022-02-27,Sunday,11:00,36,4,60,639.84,20
2022-02-27,Sunday,12:00,15,4,25,268.35,20
2022-02-27,Sunday,13:00,33,4,55,779.3,20
2022-02-27,Sunday,14:00,92,6,100,2033.62,30
2022-02-27,Sunday,15:00,73,4,100,1458.64,20
2022-02-27,Sunday,16:00,56,6,62,1127.95,30
2022-02-27,Sunday,17:00,75,5,100,1193.23,25
2022-02-27,Sunday,18:00,122,5,100,2568.95,25
2022-02-27,Sunday,19:00,148,7,100,3399.68,35
2022-02-27,Sunday,20:00,166,10,100,3503.03,50
2022-02-27,Sunday,21:00,179,9,100,4305.87,45
2022-02-27,Sunday,22:00,183,13,94,4103.05,65
2022-02-28,Monday,10:00,93,5,100,2038.63,25
2022-02-28,Monday,11:00,36,4,60,630.64,20
2022-02-28,Monday,12:00,68,6,76,1373.73,30
2022-02-28,Monday,13:00,94,8,78,2346.98,40
2022-02-28,Monday,14:00,29,4,48,635.33,20
2022-02-28,Monday,15:00,27,5,36,429.72,25
2022-02-28,Monday,16:00,23,5,31,466.97,25
2022-02-28,Monday,17:00,28,4,47,593.68,20
2022-02-28,Monday,18:00,135,8,100,2334.4,40
2022-02-28,Monday,19:00,105,5,100,1896.71,25
2022-02-28,Monday,20:00,154,9,100,3798.57,45
2022-02-28,Monday,21:00,130,5,100,3013.62,25
2022-02-28,Monday,22:00,157,7,100,2616.38,35
2022-03-01,Tuesday,10:00,66,4,100,1324,20
2022-03-01,Tuesday,11:00,43,4,72,880.67,20
2022-03-01,Tuesday,12:00,66,4,100,999.13,20
2022-03-01,Tuesday,13:00,30,4,50,578.79,20
2022-03-01,Tuesday,14:00,50,4,83,1091.3,20
2022-03-01,Tuesday,15:00,90,7,86,2213.62,35
2022-03-01,Tuesday,16:00,65,4,100,1004.19,20
2022-03-01,Tuesday,17:00,71,5,95,1300.02,25
2022-03-01,Tuesday,18:00,123,7,100,2536.22,35
2022-03-01,Tuesday,19:00,155,9,100,2605.22,45
2022-03-01,Tuesday,20:00,114,5,100,2040.43,25
2022-03-01,Tuesday,21:00,180,9,100,3887.55,45
2022-03-01,Tuesday,22:00,132,7,100,2476.99,35
2022-03-02,Wednesday,10:00,95,6,100,2014.94,30
2022-03-02,Wednesday,11:00,29,4,48,546.57,20
2022-03-02,Wednesday,12:00,66,6,73,1503.4,30
2022-03-02,Wednesday,13:00,53,4,88,1170.17,20
2022-03-02,Wednesday,14:00,46,6,51,1149.71,30
2022-03-02,Wednesday,15:00,66,6,73,1355.82,30
2022-03-02,Wednesday,16:00,64,4,100,1566.97,20
2022-03-02,Wednesday,17:00,36,4,60,873.02,20
2022-03-02,Wednesday,18:00,113,8,94,2522.68,40
2022-03-02,Wednesday,19:00,164,11,99,2523.54,55
2022-03-02,Wednesday,20:00,142,7,100,2680.73,35
2022-03-02,Wednesday,21:00,168,9,100,3879.66,45
2022-03-02,Wednesday,22:00,154,9,100,3801.29,45
2022-03-03,Thursday,10:00,35,5,47,862.41,25
2022-03-03,Thursday,11:00,20,5,27,495.07,25
2022-03-03,Thursday,12:00,32,4,53,711.19,20
2022-03-03,Thursday,13:00,99,5,100,2188.48,25
2022-03-03,Thursday,14:00,76,4,100,1189.52,20
2022-03-03,Thursday,15:00,70,5,93,1313.28,25
2022-03-03,Thursday,16:00,87,4,100,2112.99,20
2022-03-03,Thursday,17:00,96,5,100,1664.35,25
2022-03-03,Thursday,18:00,166,11,100,2814.59,55
2022-03-03,Thursday,19:00,130,10,87,2840.8,50
2022-03-03,Thursday,20:00,181,11,100,2753.13,55
2022-03-03,Thursday,21:00,122,5,100,2885.81,25
2022-03-03,Thursday,22:00,106,5,100,2521.24,25
2022-03-04,Friday,10:00,59,6,66,924.89,30
2022-03-04,Friday,11:00,19,4,32,366.75,20
2022-03-04,Friday,12:00,26,4,43,548.29,20
2022-03-04,Friday,13:00,35,4,58,674.68,20
2022-03-04,Friday,14:00,98,4,100,2047.08,20
2022-03-04,Friday,15:00,20,4,33,435.63,20
2022-03-04,Friday,16:00,10,4,17,201.17,20
2022-03-04,Friday,17:00,30,4,50,504.93,20
2022-03-04,Friday,18:00,103,9,76,2007.91,45
2022-03-04,Friday,19:00,177,9,100,2918.66,45
2022-03-04,Friday,20:00,132,6,100,2794.38,30
2022-03-04,Friday,21:00,175,8,100,4235.18,40
2022-03-04,Friday,22:00,130,5,100,2577.29,25
2022-03-05,Saturday,10:00,90,4,100,1936.81,20
2022-03-05,Saturday,11:00,20,5,27,468.83,25
2022-03-05,Saturday,12:00,70,4,100,1630.91,20
2022-03-05,Saturday,13:00,14,4,23,311.87,20
2022-03-05,Saturday,14:00,48,6,53,820.18,30
2022-03-05,Saturday,15:00,41,4,68,992.42,20
2022-03-05,Saturday,16:00,33,4,55,503.9,20
2022-03-05,Saturday,17:00,34,5,45,629.69,25
2022-03-05,Saturday,18:00,168,10,100,3722.58,50
2022-03-05,Saturday,19:00,123,9,91,2144.97,45
2022-03-05,Saturday,20:00,130,6,100,2207.25,30
2022-03-05,Saturday,21:00,177,8,100,3565.07,40
2022-03-05,Saturday,22:00,143,10,95,3027.57,50
2022-03-06,Sunday,10:00,81,8,68,1772.27,40
2022-03-06,Sunday,11:00,15,4,25,294.21,20
2022-03-06,Sunday,12:00,11,4,18,263.77,20
2022-03-06,Sunday,13:00,96,7,91,1494.85,35
2022-03-06,Sunday,14:00,86,4,100,1720.54,20
2022-03-06,Sunday,15:00,99,4,100,2206.1,20
2022-03-06,Sunday,16:00,20,4,33,448.44,20
2022-03-06,Sunday,17:00,36,4,60,569.4,20
2022-03-06,Sunday,18:00,181,12,100,3668.93,60
2022-03-06,Sunday,19:00,157,8,100,3163.73,40
2022-03-06,Sunday,20:00,168,10,100,4096.67,50
2022-03-06,Sunday,21:00,108,8,90,1930.2,40
2022-03-06,Sunday,22:00,148,8,100,2754.15,40
2022-03-07,Monday,10:00,18,4,30,368.42,20
2022-03-07,Monday,11:00,68,4,100,1358.46,20
2022-03-07,Monday,12:00,82,6,91,1702.8,30
2022-03-07,Monday,13:00,51,6,57,906.78,30
2022-03-07,Monday,14:00,40,4,67,976.09,20
2022-03-07,Monday,15:00,84,4,100,1551.01,20
2022-03-07,Monday,16:00,19,4,32,440.81,20
2022-03-07,Monday,17:00,98,5,100,2188.93,25
2022-03-07,Monday,18:00,151,10,100,3060.89,50
2022-03-07,Monday,19:00,119,4,100,2652.18,20
2022-03-07,Monday,20:00,150,11,91,2997.59,55
2022-03-07,Monday,21:00,106,6,100,1706.77,30
2022-03-07,Monday,22:00,112,9,83,1795.68,45
2022-03-08,Tuesday,10:00,76,4,100,1241.84,20
2022-03-08,Tuesday,11:00,62,7,59,1027.6,35
2022-03-08,Tuesday,12:00,57,5,76,1012.78,25
2022-03-08,Tuesday,13:00,37,4,62,801.38,20
2022-03-08,Tuesday,14:00,76,4,100,1450.23,20
2022-03-08,Tuesday,15:00,76,4,100,1801.1,20
2022-03-08,Tuesday,16:00,59,6,66,1437.41,30
2022-03-08,Tuesday,17:00,97,4,100,2093.91,20
2022-03-08,Tuesday,18:00,118,5,100,2156.48,25
2022-03-08,Tuesday,19:00,128,6,100,2058.47,30
2022-03-08,Tuesday,20:00,112,9,83,1783.82,45
2022-03-08,Tuesday,21:00,167,8,100,3072.65,40
2022-03-08,Tuesday,22:00,136,9,100,2694.2,45
2022-03-09,Wednesday,10:00,53,4,88,1150.8,20
2022-03-09,Wednesday,11:00,89,5,100,1573.98,25
2022-03-09,Wednesday,12:00,85,5,100,1975.37,25
2022-03-09,Wednesday,13:00,60,6,67,1155.32,30
2022-03-09,Wednesday,14:00,27,4,45,494.55,20
2022-03-09,Wednesday,15:00,83,4,100,1756.1,20
2022-03-09,Wednesday,16:00,80,4,100,1250.57,20
2022-03-09,Wednesday,17:00,87,8,72,1793.65,40
2022-03-09,Wednesday,18:00,151,8,100,2665.28,40
2022-03-09,Wednesday,19:00,148,10,99,3639.96,50
2022-03-09,Wednesday,20:00,147,7,100,2630.76,35
2022-03-09,Wednesday,21:00,140,9,100,2655.15,45
2022-03-09,Wednesday,22:00,179,8,100,3216.98,40
2022-03-10,Thursday,10:00,43,4,72,735.73,20
2022-03-10,Thursday,11:00,50,5,67,1144.33,25
2022-03-10,Thursday,12:00,31,4,52,627.08,20
2022-03-10,Thursday,13:00,86,5,100,1877.8,25
2022-03-10,Thursday,14:00,51,4,85,1118.84,20
2022-03-10,Thursday,15:00,89,8,74,1930.03,40
2022-03-10,Thursday,16:00,92,5,100,1403.56,25
2022-03-10,Thursday,17:00,20,4,33,320.72,20
2022-03-10,Thursday,18:00,162,7,100,2551.47,35
2022-03-10,Thursday,19:00,130,6,100,2313.05,30
